1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 980000002B448621
Is Mission Active?  true
Mission Start:  Sat Jun 16 19:26:00 PDT 2018
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  6664
Total Samples:  413166
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  Clock
Next Clock Alarm At:  Sun Mar 24 00:00:00 PDT 2019
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2018-07-02, 10:26:00 AM,C,14.5
2018-07-02, 11:26:00 AM,C,15.5
2018-07-02, 12:26:00 PM,C,15.5
2018-07-02, 1:26:00 PM,C,15
2018-07-02, 2:26:00 PM,C,14.5
2018-07-02, 3:26:00 PM,C,13.5
2018-07-02, 4:26:00 PM,C,13
2018-07-02, 5:26:00 PM,C,13
2018-07-02, 6:26:00 PM,C,13
2018-07-02, 7:26:00 PM,C,13.5
2018-07-02, 8:26:00 PM,C,13.5
2018-07-02, 9:26:00 PM,C,13
2018-07-02, 10:26:00 PM,C,12
2018-07-02, 11:26:00 PM,C,11.5
2018-07-03, 12:26:00 AM,C,12.5
2018-07-03, 1:26:00 AM,C,13
2018-07-03, 2:26:00 AM,C,13
2018-07-03, 3:26:00 AM,C,13
2018-07-03, 4:26:00 AM,C,13
2018-07-03, 5:26:00 AM,C,13
2018-07-03, 6:26:00 AM,C,13
2018-07-03, 7:26:00 AM,C,13
2018-07-03, 8:26:00 AM,C,13
2018-07-03, 9:26:00 AM,C,13.5
2018-07-03, 10:26:00 AM,C,15
2018-07-03, 11:26:00 AM,C,15.5
2018-07-03, 12:26:00 PM,C,16
2018-07-03, 1:26:00 PM,C,16
2018-07-03, 2:26:00 PM,C,16
2018-07-03, 3:26:00 PM,C,15.5
2018-07-03, 4:26:00 PM,C,15
2018-07-03, 5:26:00 PM,C,15
2018-07-03, 6:26:00 PM,C,15
2018-07-03, 7:26:00 PM,C,15
2018-07-03, 8:26:00 PM,C,15.5
2018-07-03, 9:26:00 PM,C,15.5
2018-07-03, 10:26:00 PM,C,14
2018-07-03, 11:26:00 PM,C,13
2018-07-04, 12:26:00 AM,C,12.5
2018-07-04, 1:26:00 AM,C,14
2018-07-04, 2:26:00 AM,C,14
2018-07-04, 3:26:00 AM,C,14
2018-07-04, 4:26:00 AM,C,14
2018-07-04, 5:26:00 AM,C,14
2018-07-04, 6:26:00 AM,C,14
2018-07-04, 7:26:00 AM,C,14
2018-07-04, 8:26:00 AM,C,13.5
2018-07-04, 9:26:00 AM,C,13
2018-07-04, 10:26:00 AM,C,13.5
2018-07-04, 11:26:00 AM,C,15
2018-07-04, 12:26:00 PM,C,15.5
2018-07-04, 1:26:00 PM,C,16
2018-07-04, 2:26:00 PM,C,16
2018-07-04, 3:26:00 PM,C,17.5
2018-07-04, 4:26:00 PM,C,16
2018-07-04, 5:26:00 PM,C,16
2018-07-04, 6:26:00 PM,C,16
2018-07-04, 7:26:00 PM,C,16
2018-07-04, 8:26:00 PM,C,16
2018-07-04, 9:26:00 PM,C,16
2018-07-04, 10:26:00 PM,C,16.5
2018-07-04, 11:26:00 PM,C,15.5
2018-07-05, 12:26:00 AM,C,15
2018-07-05, 1:26:00 AM,C,15
2018-07-05, 2:26:00 AM,C,15.5
2018-07-05, 3:26:00 AM,C,15.5
2018-07-05, 4:26:00 AM,C,15.5
2018-07-05, 5:26:00 AM,C,15.5
2018-07-05, 6:26:00 AM,C,15.5
2018-07-05, 7:26:00 AM,C,15.5
2018-07-05, 8:26:00 AM,C,15.5
2018-07-05, 9:26:00 AM,C,15.5
2018-07-05, 10:26:00 AM,C,16
2018-07-05, 11:26:00 AM,C,18
2018-07-05, 12:26:00 PM,C,17
2018-07-05, 1:26:00 PM,C,17
2018-07-05, 2:26:00 PM,C,17.5
2018-07-05, 3:26:00 PM,C,19
2018-07-05, 4:26:00 PM,C,18
2018-07-05, 5:26:00 PM,C,17.5
2018-07-05, 6:26:00 PM,C,16
2018-07-05, 7:26:00 PM,C,16
2018-07-05, 8:26:00 PM,C,16
2018-07-05, 9:26:00 PM,C,16.5
2018-07-05, 10:26:00 PM,C,17
2018-07-05, 11:26:00 PM,C,17.5
2018-07-06, 12:26:00 AM,C,16.5
2018-07-06, 1:26:00 AM,C,16
2018-07-06, 2:26:00 AM,C,15.5
2018-07-06, 3:26:00 AM,C,16
