1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: F00000002A0F1C21
Is Mission Active?  true
Mission Start:  Wed Mar 20 13:57:00 PDT 2019
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1850
Total Samples:  153091
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2019-04-05, 10:57:00 PM,C,8.5
2019-04-05, 11:57:00 PM,C,8.5
2019-04-06, 12:57:00 AM,C,8.5
2019-04-06, 1:57:00 AM,C,8.5
2019-04-06, 2:57:00 AM,C,8.5
2019-04-06, 3:57:00 AM,C,8.5
2019-04-06, 4:57:00 AM,C,8
2019-04-06, 5:57:00 AM,C,8.5
2019-04-06, 6:57:00 AM,C,8.5
2019-04-06, 7:57:00 AM,C,8.5
2019-04-06, 8:57:00 AM,C,8.5
2019-04-06, 9:57:00 AM,C,8.5
2019-04-06, 10:57:00 AM,C,8.5
2019-04-06, 11:57:00 AM,C,8.5
2019-04-06, 12:57:00 PM,C,8.5
2019-04-06, 1:57:00 PM,C,8.5
2019-04-06, 2:57:00 PM,C,8.5
2019-04-06, 3:57:00 PM,C,8.5
2019-04-06, 4:57:00 PM,C,8.5
2019-04-06, 5:57:00 PM,C,8.5
2019-04-06, 6:57:00 PM,C,8.5
2019-04-06, 7:57:00 PM,C,8.5
2019-04-06, 8:57:00 PM,C,8.5
2019-04-06, 9:57:00 PM,C,8.5
2019-04-06, 10:57:00 PM,C,8.5
2019-04-06, 11:57:00 PM,C,8.5
2019-04-07, 12:57:00 AM,C,8.5
2019-04-07, 1:57:00 AM,C,8.5
2019-04-07, 2:57:00 AM,C,8.5
2019-04-07, 3:57:00 AM,C,8.5
2019-04-07, 4:57:00 AM,C,8.5
2019-04-07, 5:57:00 AM,C,8.5
2019-04-07, 6:57:00 AM,C,8.5
2019-04-07, 7:57:00 AM,C,8.5
2019-04-07, 8:57:00 AM,C,8
2019-04-07, 9:57:00 AM,C,7.5
2019-04-07, 10:57:00 AM,C,8.5
2019-04-07, 11:57:00 AM,C,8.5
2019-04-07, 12:57:00 PM,C,8.5
2019-04-07, 1:57:00 PM,C,8.5
2019-04-07, 2:57:00 PM,C,8.5
2019-04-07, 3:57:00 PM,C,8.5
2019-04-07, 4:57:00 PM,C,8.5
2019-04-07, 5:57:00 PM,C,8.5
2019-04-07, 6:57:00 PM,C,8.5
2019-04-07, 7:57:00 PM,C,8.5
2019-04-07, 8:57:00 PM,C,8.5
2019-04-07, 9:57:00 PM,C,8.5
2019-04-07, 10:57:00 PM,C,8.5
2019-04-07, 11:57:00 PM,C,9
2019-04-08, 12:57:00 AM,C,8.5
2019-04-08, 1:57:00 AM,C,9
2019-04-08, 2:57:00 AM,C,8.5
2019-04-08, 3:57:00 AM,C,8.5
2019-04-08, 4:57:00 AM,C,8.5
2019-04-08, 5:57:00 AM,C,8.5
2019-04-08, 6:57:00 AM,C,9
2019-04-08, 7:57:00 AM,C,8.5
2019-04-08, 8:57:00 AM,C,9
2019-04-08, 9:57:00 AM,C,14
2019-04-08, 10:57:00 AM,C,15
2019-04-08, 11:57:00 AM,C,9
2019-04-08, 12:57:00 PM,C,9
2019-04-08, 1:57:00 PM,C,9
2019-04-08, 2:57:00 PM,C,9
